Date,SPY,VIX,DJI,Nasdaq,RUSSELL 2000,DAX,FTSE,CAC,HSI,SSE,Nikkei,ENERGY,FINANCIALS,TECHNOLOGY,HEALTHCARE,CONSUMER STAPLES,INDUSTRIALS,UTLITIES,CONSUMER DISCRETIONARY,MATERIALS,5Y YIELD,10Y YIELD,30Y YIELD
2003-01-03 00:00:00+00:00,-0.04841522831042316,-2.8362160275039354,-0.06774397893520785,0.16089735345586573,-0.5799014985644521,-0.3904534402155006,-0.11229647446237823,-0.22372713989728044,2.3044539208577905,-0.057713575109565624,,-0.17558831836880043,-0.0877569442562329,0.3838742110179473,1.0215294262177372,-0.09847592272711998,0.3308898909002929,1.0152313468980687,-2.3202864965268333,-0.5417428107748015,0.3351206277222924,0.14869994893756555,-0.060534410694806036
2003-01-06 00:00:00+00:00,2.222553665158527,0.9276111746027089,1.9785083192066288,2.4385193068766147,1.6994991766949845,2.0579319615815126,-0.0899305041664888,0.6998969533348751,0.8531081749858245,1.1159016430581254,,0.8313350435652986,3.3242944462129915,4.311823985588576,1.083047216456904,0.7362071331846118,0.8926468860206414,4.396861840161278,1.8186176705599169,1.9076117489516875,1.7904954532570274,0.6910165111142282,0.4832906599638118
2003-01-07 00:00:00+00:00,-0.6566129492672003,0.8792995011300567,-0.37661534939080604,0.7185727098157748,-0.7712252009248717,-1.418838425311093,-1.1057056179326585,-1.5469785254998374,-0.14038015952194258,-0.19633865862017535,-0.6543562101575955,-3.3225646505227595,-1.11017283041803,1.0343875127753177,-1.4466784321263833,-0.8840936749145493,-0.5628482664053712,-2.198968445893234,-0.5463391093137058,-0.33972222131633323,-1.7236106669801288,-1.0134776889080201,-0.3420910498304987
2003-01-08 00:00:00+00:00,-1.4185718611712492,1.5791939989203057,-1.6761019558927708,-2.1535514514830156,-1.2464733837243813,-3.9236782420469614,-0.827181233632286,-2.13913978909406,0.3703048723040956,2.9590980772506823,-1.6152415231615824,-0.9504529086656339,-1.035841636050316,-3.323388411040582,-0.7679722870431556,-0.5937713586025608,-1.2304945956222426,0.6893153504440463,-0.9314178869679637,-2.6103366927241356,-1.4820045787247593,-1.0991903961280614,-0.8095563739448783
2003-01-09 00:00:00+00:00,1.9200605801964157,-5.14376407655328,2.0824541963416063,2.633687764169272,1.7503395948788771,1.4817814795793016,0.23413130038590124,1.8635316539072866,-0.13220468563560267,1.8283566965894653,-0.2335500952636258,1.2652707666228762,1.9760103507943687,2.8987611898586634,1.022655682010239,0.9876661172853133,1.2775213010286888,-0.491877403407238,2.727249446340227,1.5350608732384783,6.470817873692909,4.109320274612511,2.805230394562349
2003-01-10 00:00:00+00:00,0.0,0.2882427166127675,0.09919625604900817,0.6416815138858283,0.1262020907345568,-0.011517792248883335,1.0141611982494718,0.24839436786524685,0.4752296125620377,-0.9003605246967815,-0.32389086524634614,-0.8115477484866844,-0.042533736696528796,0.5456221357184127,-0.03634464425636027,0.29440387115747646,-0.1882396580658998,0.0,0.24803430237042004,1.0752758194856755,0.06358839812460496,0.09639005705467699,-0.09883637362572514
2003-01-13 00:00:00+00:00,-0.14132879115825275,2.3568743600972546,0.012416235583387891,-0.11610719781048064,-0.06560767493962823,0.7648414056474027,-0.6513213056238398,0.30616965983178385,1.151398438891917,0.10500652266904438,,-0.3628118402217615,0.29742667185704275,-0.5456221357184041,0.07267608398005351,0.24467464306778833,-0.1885856669558164,-2.1431186230423847,0.49423840538043073,-0.4384911009336613,-1.3762414041005857,-0.579715841430133,-0.5553436418499327
2003-01-14 00:00:00+00:00,0.5812929118617343,-1.3341614038171545,0.6425903526419825,1.0285468549227164,0.5713415532614263,1.2361833742435926,-0.06840601545641756,0.1327257577250059,-0.3848171646011034,5.646949257912974,0.9705404418318787,0.40807198474174383,0.7607838405120396,1.3884891635832852,-0.07267608398004982,0.29283268344423624,0.18858566695581458,0.2013035828709694,0.12318082458675468,0.48709488791497807,-1.9525496220120575,-1.0471237855117757,-0.5984405033834873
2003-01-15 00:00:00+00:00,-1.4530931016391218,3.7544367013538764,-1.3599411564032942,-1.5304814657886228,-0.7355415885118811,-1.6044295611849562,-1.4757601233363875,-1.248139587102165,0.7847671143796882,-0.4736223755423177,0.6838486400666826,0.3162401284754194,-1.484656240598639,-1.9982494551766812,-1.1332581905237666,-0.9794434918951807,-1.4231703114359917,-0.3021123495222818,-1.1971284801999416,-1.6658893587841117,-0.13153400417614056,-0.318745184436683,-0.42105140188028006
2003-01-16 00:00:00+00:00,-0.3950196888388033,-1.979478708481935,-0.2905632944399496,-1.0515230996777103,-0.16447009526562473,0.15434417263664416,-0.15444813419730888,0.25266414433226136,-1.3280678473565923,1.7449205765799904,-0.029964463640846765,0.987437628112103,-0.987768863970501,-2.1639198434962608,-0.2945507333817148,1.4655911596996054,-0.5749936296657001,-0.15140395161111925,-0.37445499613823646,0.5420097523171382,-0.16466707091832217,-0.09828470043708659,-0.22126441798610796
